term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,meaninglanguage1,meaning1,meaninglanguage2,meaning2,meaninglanguage3,meaning3,meaninglanguage4,meaning4,meaninglanguage5,meaning5
acostarte,,,,,,,,,,,,,,,,,,,,,,zh-cn,躺下,,,,,,,,
acostumbraba,...sugerente y él siempre acostumbraba a leer algo ligero...,Verb,yo,indicativo pretérito imperfecto,acostumbrar,acostumbrarse,verb,yo,acostumbrarse,acostumbrar,indicativo pretérito imperfecto,,,,,,,,,,,zh-cn,tr.使习惯，使适应；intr.有…习惯；prnl.养成习惯,,,,,,,,
acostumbrados,...quiere decir que están acostumbrados a obtener cosas sin...,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,习惯的,,,,,,,,
acostumbrarse,"de acostumbrarse a la gramática, de...",Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,习惯于,,,,,,,,
acostumbras,Te acostumbras bastante pronto y acabas...,Verb,presente,tú,acostumbrar,acostumbrarse,Noun,verb,noun,tú,presente,acostumbrarse,acostumbrar,,,,,,,,,zh-cn,习惯,,,,,,,,
acostumbre,"cerebro para que se acostumbre a expresarse, incluso con",Verb,él/ella/ud.,imperativo,subjuntivo presente,acostumbrar,acostumbrarse,,,,,,,,,,,,,,,zh-cn,习惯了,,,,,,,,
acostumbro,Acostumbro a escuchar bastante.,Verb,yo,presente,acostumbrar,acostumbrarse,verb,presente,yo,acostumbrarse,acostumbrar,,,,,,,,,,,zh-cn,我习惯了,,,,,,,,
actitud,"es mantener una buena actitud, y no debemos permitir",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,态度,,,,,,,,
activamente,la pasividad y buscar activamente,Adverb,,,,,,,,,,,,,,,,,,,,zh-cn,积极地,,,,,,,,
activan,Las melodías nos activan o relajan y pueden...,Verb,presente,ellos/ellas/uds.,activar,activarse,verb,activar,presente,ellos/ellas/uds.,activarse,,,,,,,,,,,zh-cn,激活,,,,,,,,
activar,lección ayuda mucho a activar de manera intuitiva tu,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,激活,,,,,,,,
activaron,…y al placer se activaron mucho menos cuando se…,Verb,pretérito perfecto simple,ellos/ellas/uds.,activar,activarse,verb,activar,pretérito perfecto simple,ellos/ellas/uds.,activarse,,,,,,,,,,,zh-cn,活性,,,,,,,,
active,......,Verb,él/ella/ud.,imperativo,subjuntivo presente,activar,activarse,verb,imperativo,activar,subjuntivo presente,él/ella/ud.,activarse,,,,,,,,,zh-cn,激励,,,,,,,,
actividades desafiantes,que la búsqueda de actividades desafiantes y significativas es fundamental,,,,,,,,,,,,,,,,,,,,,zh-cn,具有挑战性的活动,,,,,,,,
activo,,Verb,yo,presente,activar,activarse,Adjective,Noun,,,,,,,,,,,,,,zh-cn,活跃词,,,,,,,,
acto,"...adre, se crio desmandado, metido en líos con los ingl...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,行为,zh-cn,瞬间,,,,,,
actorcito,,,,,,,,,,,,,,,,,,,,,,zh-cn,小演员,,,,,,,,
actos,"...participa en los diferentes actos religiosos, como ir a...",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,活动,,,,,,,,
actriz,Quién es tu actriz preferida,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,女演员,,,,,,,,
actúa,...cerca de la superficie actúa como una lente refractante.,Verb,él/ella/ud.,presente,actuar,actuarse,verb,presente,él/ella/ud.,actuar,actuarse,,,,,,,,,,,zh-cn,行为,,,,,,,,
actuación,"china antes de una actuación en Miami Beach, le",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,表现,zh-cn,表演,,,,,,
actuado,"...e no había tenido una escoba en toda su vida, porque su abue...",Verb,yo,pretérito perfecto compuesto,actuar,actuarse,verb,yo,pretérito perfecto compuesto,actuar,actuarse,,,,,,,,,,,en,acted,zh-cn,行动了,zh-cn,表现,,,,
actualidad,color rosado en la actualidad es considerado como el,Adverb,Noun,,,,,,,,,,,,,,,,,,,zh-cn,f.目前，现实，现状，时事,,,,,,,,
actualizar,responder a eventos y actualizar la pantalla,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,更新,,,,,,,,
actualizarlo,función que te permite actualizarlo (setCount,,,,,,,,,,,,,,,,,,,,,zh-cn,更新它,,,,,,,,
actualmente,"Actualmente es, después del chino,…",Adverb,adverb,,,,,,,,,,,,,,,,,,,zh-cn,现在,zh-cn,目前,,,,,,
actúan,que ciertos silbatos ultrasónicos actúan supuestamente de reclamo de,Verb,presente,ellos/ellas/uds.,actuar,actuarse,,,,,,,,,,,,,,,,zh-cn,行动,,,,,,,,
actuar,potente que acaba por actuar de reclamo de personajes,Verb,participio pasado,Noun,verb,noun,participio pasado,,,,,,,,,,,,,,,zh-cn,行动,,,,,,,,
actuemos,No actuemos de una forma grosera,Verb,imperativo,nosotros,subjuntivo presente,actuar,actuarse,,,,,,,,,,,,,,,zh-cn,行动,,,,,,,,
actúen,"...su carrera de alpinismo, actúen con frialdad y saquen...",Verb,ellos/ellas/uds.,imperativo,subjuntivo presente,actuar,actuarse,verb,imperativo,subjuntivo presente,ellos/ellas/uds.,actuar,actuarse,,,,,,,,,zh-cn,行动,,,,,,,,
actúo,"vez de pensar, lo actúo",Verb,yo,presente,actuar,actuarse,,,,,,,,,,,,,,,,zh-cn,我行动,,,,,,,,
acude,segunda persona que me acude a la mente es,Verb,él/ella/ud.,presente,acudir,,,,,,,,,,,,,,,,,zh-cn,去,,,,,,,,
acuden,…el efecto dominó y acuden a zonas de Toledo…,Verb,presente,ellos/ellas/uds.,acudir,verb,acudir,presente,ellos/ellas/uds.,,,,,,,,,,,,,zh-cn,前往,,,,,,,,
acudí,Y al final acudí a la medicina alternativa.,Verb,yo,pretérito perfecto simple,acudir,verb,acudir,yo,pretérito perfecto simple,,,,,,,,,,,,,zh-cn,acudir尝试,,,,,,,,
acudido,...a la que han acudido numerosos estudiantes y titulados...,Verb,yo,pretérito perfecto compuesto,acudir,verb,acudir,yo,pretérito perfecto compuesto,,,,,,,,,,,,,zh-cn,蜂拥而至,,,,,,,,
acudieron,"acudieron, guiados por una estrella",Verb,pretérito perfecto simple,ellos/ellas/uds.,acudir,,,,,,,,,,,,,,,,,zh-cn,到，赶到,,,,,,,,
acudió,Mi padre acudió azorado a mi habitación...,Verb,pretérito perfecto simple,él/ella/ud.,acudir,verb,acudir,pretérito perfecto simple,él/ella/ud.,,,,,,,,,,,,,zh-cn,跑来,zh-cn,他去,,,,,,
acudir,"poneros a dieta, debéis acudir a un nutricionista",Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,前往,,,,,,,,
acuerda,Se acuerda de sus abuelos,Verb,él/ella/ud.,presente,acordar,acordarse,,,,,,,,,,,,,,,,zh-cn,m.协定；决定；意见一致；深思熟虑；看法；记忆,zh-cn,remembers,,,,,,
acuérdate,he hablado con ellos. -Acuérdate cómo dejaron,Verb,imperativo,acordarse,Pronoun,,,,,,,,,,,,,,,,,zh-cn,记住,,,,,,,,
acuerdo,"El Acuerdo Comercial de Resson, firmado",Verb,yo,presente,acordar,acordarse,Noun,,,,,,,,,,,,,,,zh-cn,协议,,,,,,,,
acuerdos,Un conocido me contó cómo había planeado una OPA...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,协议书,,,,,,,,
acumula,,Verb,él/ella/ud.,presente,acumular,acumularse,verb,presente,él/ella/ud.,acumular,acumularse,,,,,,,,,,,zh-cn,积累,,,,,,,,
acumulaban,"A mediados del año 2000, los bancos centrales del G7 tuvi...",Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,acumular,acumularse,verb,ellos/ellas/uds.,acumular,acumularse,indicativo pretérito imperfecto,,,,,,,,,,,zh-cn,积累,,,,,,,,
acumulación,Sabías que la acumulación de cosas en el,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,堆积物，积累物,,,,,,,,
acumulada,ya tengo mucha juventud acumulada,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,积累的,,,,,,,,
acumulado,"mi hermano David), habiendo acumulado una montaña de deudas",Verb,yo,pretérito perfecto compuesto,acumular,acumularse,Adjective,,,,,,,,,,,,,,,zh-cn,积累,,,,,,,,
acumulan,"la tarde, las terrazas acumulan más y más gente",Verb,presente,ellos/ellas/uds.,acumular,acumularse,,,,,,,,,,,,,,,,zh-cn,积累,,,,,,,,
acumulando,"frustraciones que hemos ido acumulando en nuestra vida, nuestras",Verb,gerundio,acumular,,,,,,,,,,,,,,,,,,zh-cn,积累,,,,,,,,
acumularan,"Si acumularan los necesarios, podrían conseguirla...",Verb,ellos/ellas/uds.,subjuntivo pretérito imperfecto,acumular,acumularse,verb,ellos/ellas/uds.,acumular,acumularse,subjuntivo pretérito imperfecto,,,,,,,,,,,zh-cn,会积累,,,,,,,,
acumulativa,HÁBITOS ACTÚAN DE MANERA ACUMULATIVA A TU FAVOR O,,,,,,,,,,,,,,,,,,,,,zh-cn,累积,,,,,,,,
acumulativo,"que el efecto es acumulativo”, propone la especialista",,,,,,,,,,,,,,,,,,,,,zh-cn,累积的,,,,,,,,
acumulativos,disfrutar de los efectos acumulativos de los hábitos favorables,,,,,,,,,,,,,,,,,,,,,zh-cn,累积,,,,,,,,
acumulé,"que pasaban los semestres, acumulé pequeños hábitos que repetía",Verb,yo,pretérito perfecto simple,acumular,acumularse,,,,,,,,,,,,,,,,zh-cn,我积累了,,,,,,,,
acumulemos,"...perdamos masa muscular y acumulemos más grasa, eleva la...",Verb,imperativo,nosotros,subjuntivo presente,acumular,acumularse,verb,imperativo,nosotros,subjuntivo presente,acumular,acumularse,,,,,,,,,zh-cn,积累,,,,,,,,
adaptación,que los problemas de adaptación a una nueva forma,Noun,,,,,,,,,,,,,,,,,,,,en,adaptation,,,,,,,,
adaptaciones,...obras artísticas requieren siempre adaptaciones jurídicas para garantizar que...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,适应,,,,,,,,
adaptadas,...encontrar versiones básicas y adaptadas.,,,,,,,,,,,,,,,,,,,,,zh-cn,适应版,,,,,,,,
adaptado,de forma sistemática contenido adaptado,Verb,yo,pretérito perfecto compuesto,adaptar,adaptarse,Adjective,,,,,,,,,,,,,,,zh-cn,适应,,,,,,,,
adaptado a su nivel,"pudieran escuchar español natural, adaptado a su nivel y que además hablara",,,,,,,,,,,,,,,,,,,,,zh-cn,适合您的水平,,,,,,,,
adaptando,Roja se ha ido adaptando a las necesidades de,Verb,gerundio,adaptar,,,,,,,,,,,,,,,,,,en,adapting,,,,,,,,
adaptarse,difíciles de comprender y adaptarse a ellas,Verb,participio pasado,,,,,,,,,,,,,,,,,,,en,to adapt,,,,,,,,
adaptativas,"Son respuestas adaptativas, al igual que las",,,,,,,,,,,,,,,,,,,,,zh-cn,适应性的,,,,,,,,
adecuada,a elegir la profesión adecuada para ellos,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,合适的,,,,,,,,
adecuadamente,"...personajes y perfiles, todo adecuadamente.",Adverb,adverb,,,,,,,,,,,,,,,,,,,zh-cn,充分地,,,,,,,,
adecuadas,...que usar las técnicas adecuadas.,Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,适当的,,,,,,,,
adecuado,No creo que sea adecuado,Verb,yo,pretérito perfecto compuesto,adecuar,adecuarse,Adjective,Noun,,,,,,,,,,,,,,zh-cn,合适,,,,,,,,
adecuados,técnicas y los materiales adecuados,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,适宜,,,,,,,,
adelantaba,...mientras una moto los adelantaba.,Verb,yo,indicativo pretérito imperfecto,adelantar,adelantarse,verb,yo,adelantar,adelantarse,indicativo pretérito imperfecto,,,,,,,,,,,zh-cn,超越,,,,,,,,
adelantaban,de Ron incluso la adelantaban las mariposas,Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,adelantar,adelantarse,,,,,,,,,,,,,,,,zh-cn,超过,,,,,,,,
adelantado,…cuenta de que va adelantado y deja que su…,Verb,yo,pretérito perfecto compuesto,adelantar,adelantarse,Adjective,Noun,verb,noun,adjective,yo,pretérito perfecto compuesto,adelantar,adelantarse,,,,,,,zh-cn,超前,,,,,,,,
adelantara,...convenció de que se adelantara mientras él se ponía...,Verb,yo,subjuntivo pretérito imperfecto,adelantar,adelantarse,verb,yo,adelantar,adelantarse,subjuntivo pretérito imperfecto,,,,,,,,,,,zh-cn,会前进,,,,,,,,
adelantarme,…Pero no quiero adelantarme a los acontecimientos!,,,,,,,,,,,,,,,,,,,,,zh-cn,取得领先,,,,,,,,
adelantarte,nosotras siete te dejará adelantarte,,,,,,,,,,,,,,,,,,,,,zh-cn,超前,,,,,,,,
adentro,en el orden de adentro,Verb,yo,presente,adentrar,adentrarse,Adverb,Noun,verb,noun,presente,yo,adverb,adentrarse,adentrar,,,,,,,zh-cn,进来,,,,,,,,
adicciones,…del placer y las adicciones.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,成瘾,zh-cn,上瘾,,,,,,
adicional,someterme a algún castigo adicional,Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,额外,,,,,,,,
adictos,dieta ideal para los adictos a la pasta,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,上瘾者,,,,,,,,
a diferencia de,"A diferencia de otros lugares, nuestro calendario",,,,,,,,,,,,,,,,,,,,,zh-cn,不像,,,,,,,,
adivinar,que puedes hacer:  Intenta adivinar que va a decir,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,猜测,,,,,,,,
adjetivas,"en las frases subordinadas adjetivas, pues en lugar de",Verb,presente,tú,adjetivar,adjetivarse,,,,,,,,,,,,,,,,zh-cn,形容词子句,,,,,,,,
adjetivos,"nada sobre ella mediante adjetivos u oraciones subordinadas, no",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,adj.形容词的；不独立存在的；从属的；m.形容词,,,,,,,,
administración,en el área de administración financiera,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,管理,zh-cn,f.管理，经营；治理；公职；行政机关；行政人员；给药，服药,zh-cn,政府,,,,
admiración,"concurso, sino también la admiración del pueblo",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,钦佩,,,,,,,,
admiradores,Los admiradores hacen colas muy largas...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,粉丝,,,,,,,,
admiras,gente a la que admiras,Verb,presente,tú,admirar,admirarse,,,,,,,,,,,,,,,,en,you admire,,,,,,,,
admisión,reprobar el examen de admisión a Basgiath para irme,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,录取,,,,,,,,
admitan,"en español que no admitan sujeto, pero este es",Verb,ellos/ellas/uds.,imperativo,admitir,,,,,,,,,,,,,,,,,zh-cn,承认,,,,,,,,
admite,"Z1, por ejemplo, admite una velocidad máxima de",Verb,él/ella/ud.,presente,admitir,,,,,,,,,,,,,,,,,zh-cn,支持,,,,,,,,
admiten,agrupaciones que normalmente no admiten pausa,Verb,presente,ellos/ellas/uds.,admitir,,,,,,,,,,,,,,,,,zh-cn,允许的,,,,,,,,
admitida,"...del honor, que fue admitida por el tribunal de...",,,,,,,,,,,,,,,,,,,,,zh-cn,接受,,,,,,,,
admitir,porque ningún muggle quiere admitir que sus llaves merman,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,承认,,,,,,,,
admitirlas,"sentirlas sin atreverse a admitirlas, pues su interés de",,,,,,,,,,,,,,,,,,,,,zh-cn,承认它们,,,,,,,,
admito,...te despiertas? Yo lo admito:,Verb,yo,presente,admitir,verb,presente,yo,admitir,,,,,,,,,,,,,zh-cn,我承认,,,,,,,,
adolescencia,la plenitud de la adolescencia,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,青春期,,,,,,,,
adolescente,...la lectura al eterno adolescente que todos llevamos dentro”.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,青少年,,,,,,,,
adolescentes,"jóvenes, los niños y adolescentes",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,青少年,,,,,,,,
adoptado,brain rot' ha sido adoptado a partes iguales por,Verb,yo,pretérito perfecto compuesto,adoptar,,,,,,,,,,,,,,,,,zh-cn,被采纳,,,,,,,,
adoptar,"...que ha desaparecido, tras adoptar la apariencia de Marta...",Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,采用,,,,,,,,
adoran,,Verb,presente,ellos/ellas/uds.,adorar,,,,,,,,,,,,,,,,,zh-cn,崇拜,,,,,,,,
adquiere,"…intervalos regulares, el modelo adquiere una armonía casi musical…",Verb,él/ella/ud.,presente,adquirir,verb,presente,adquirir,él/ella/ud.,,,,,,,,,,,,,zh-cn,获得,,,,,,,,
adquieres,es la independencia que adquieres,Verb,presente,tú,adquirir,,,,,,,,,,,,,,,,,en,you acquire,,,,,,,,
adquirida,que también puede ser adquirida,,,,,,,,,,,,,,,,,,,,,zh-cn,后天获得的,,,,,,,,
adquirido,...no sabe dónde ha adquirido Ángela esas costumbres tan...,Verb,yo,pretérito perfecto compuesto,adquirir,verb,yo,adquirir,pretérito perfecto compuesto,,,,,,,,,,,,,zh-cn,获得的,,,,,,,,
adquiridos,"...de su publicación, presumiblemente adquiridos en su mayoría por...",,,,,,,,,,,,,,,,,,,,,zh-cn,购买的,,,,,,,,
adquirieron,montañas cercanas al colegio adquirieron un tono gris de,Verb,pretérito perfecto simple,ellos/ellas/uds.,adquirir,,,,,,,,,,,,,,,,,zh-cn,获得的,,,,,,,,
adquirió,"...del obispo, la fiesta adquirió una fuerza propia tan...",Verb,pretérito perfecto simple,él/ella/ud.,adquirir,verb,adquirir,pretérito perfecto simple,él/ella/ud.,,,,,,,,,,,,,zh-cn,获得的,,,,,,,,
adquirirlos,…barrera de entrada para adquirirlos se reduce enormemente.,,,,,,,,,,,,,,,,,,,,,zh-cn,获取它们,,,,,,,,
adquisición,...a través de la adquisición para poder producirlo.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,获得,,,,,,,,
adulta,los alcancé siendo ya adulta,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,成人,,,,,,,,
adverbio,,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,副词,,,,,,,,
advertido,"...ayunas, pero no había advertido ningún augurio aciago en...",Verb,yo,pretérito perfecto compuesto,advertir,verb,advertir,yo,pretérito perfecto compuesto,,,,,,,,,,,,,zh-cn,警告,,,,,,,,
advertirlo,…a nuestros amigos sin advertirlo.,,,,,,,,,,,,,,,,,,,,,zh-cn,注意到它,,,,,,,,
advertiros,He de advertiros también que si volvéis...,,,,,,,,,,,,,,,,,,,,,zh-cn,提醒你们,,,,,,,,
advierte,Esta dicho advierte que si tienes que...,Verb,él/ella/ud.,presente,advertir,verb,presente,advertir,él/ella/ud.,,,,,,,,,,,,,zh-cn,警告,zh-cn,注意到,,,,,,
advierten,de cuentos que nos advierten sobre el atractivo de,Verb,presente,ellos/ellas/uds.,advertir,,,,,,,,,,,,,,,,,zh-cn,他们警告,,,,,,,,
advirtió,...puedes contar a nadie —advirtió mi padre—.,Verb,pretérito perfecto simple,él/ella/ud.,advertir,verb,advertir,pretérito perfecto simple,él/ella/ud.,,,,,,,,,,,,,zh-cn,发觉；提醒；警告,,,,,,,,
afecta,"pero, al mismo tiempo, afecta de manera importante a",Verb,él/ella/ud.,presente,afectar,afectarse,,,,,,,,,,,,,,,,en,it affects,,,,,,,,
afectación,aclaró la garganta con afectación y dijo,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,做作,zh-cn,影响,,,,,,
afectado,"...triste, que está muy afectado por algo.",Verb,yo,pretérito perfecto compuesto,afectar,afectarse,Adjective,Noun,verb,noun,adjective,yo,pretérito perfecto compuesto,afectar,afectarse,,,,,,,zh-cn,受影响的,,,,,,,,
afectados,"a toxicómanos o a afectados por el SIDA, y",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,受损害的，受损伤的，受影响的，受波及的，假装的，装模作样的，不自然的,,,,,,,,
afectan,"...ansiedad, o los nervios, afectan así a nuestro cerebro.",Verb,presente,ellos/ellas/uds.,afectar,afectarse,verb,presente,afectar,ellos/ellas/uds.,afectarse,,,,,,,,,,,zh-cn,影响,,,,,,,,
afectando,"…creciente crisis de accesibilidad, afectando a las familias de…",Verb,gerundio,afectar,verb,gerundio,afectar,,,,,,,,,,,,,,,zh-cn,影响,,,,,,,,
afectarlos,...,,,,,,,,,,,,,,,,,,,,,zh-cn,影响他们,,,,,,,,
aficionados,…practicaban el montañismo como aficionados y desde muy pequeño…,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,爱好者,,,,,,,,
afirma,"musculación y la coordinación”, afirma Boraita, quien, para fomentar",Verb,él/ella/ud.,presente,afirmar,afirmarse,,,,,,,,,,,,,,,,zh-cn,它指出,zh-cn,她断言,,,,,,
afirmaban,los manuales de Alquimia afirmaban en su complicado lenguaje,Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,afirmar,afirmarse,,,,,,,,,,,,,,,,zh-cn,他们肯定了,,,,,,,,
afirmación,"...más, verás que en afirmación no es subjuntivo, y...",Noun,noun,,,,,,,,,,,,,,,,,,,ja,声明,zh-cn,肯定句,zh-cn,说法,,,,
afirman,Otras teorías afirman que es posible que...,Verb,presente,ellos/ellas/uds.,afirmar,afirmarse,verb,presente,afirmar,ellos/ellas/uds.,afirmarse,,,,,,,,,,,zh-cn,他们肯定,zh-cn,他们声称,,,,,,
afirmar,... teléfonos inteligentes que nos distraen de nuestro entorno también n...,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,确认  声明  肯定,zh-cn,确认,,,,,,
afirmó,...volvía a su casa afirmó haber visto una espectral...,Verb,pretérito perfecto simple,él/ella/ud.,afirmar,afirmarse,verb,afirmar,pretérito perfecto simple,él/ella/ud.,afirmarse,,,,,,,,,,,zh-cn,他声称,,,,,,,,
a fondo,"final, me empleé bien a fondo con los lugares imposibles",,,,,,,,,,,,,,,,,,,,,zh-cn,彻底,,,,,,,,
afortunada,ahora yo soy muy afortunada de vivir en el,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,幸运,,,,,,,,
afortunadamente,Afortunadamente me pudieron salvar los…,Adverb,Noun,noun,adverb,,,,,,,,,,,,,,,,,zh-cn,好在，幸运地,zh-cn,幸运地,,,,,,
afortunado,Marx fue aún menos afortunado: sus intentos para liberar...,Verb,yo,pretérito perfecto compuesto,afortunar,Adjective,verb,adjective,yo,pretérito perfecto compuesto,afortunar,,,,,,,,,,,zh-cn,幸运,,,,,,,,
afortunados,e incluso los más afortunados están sujetos a tensiones,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,幸运的人,,,,,,,,
africano,...una ola de calor africano o sahariano”.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,非洲的,,,,,,,,
africanos,"y de los ritmos africanos, por otro",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,非洲人,,,,,,,,
afrontado,Ha afrontado ya muchos peligros,Verb,yo,pretérito perfecto compuesto,afrontar,,,,,,,,,,,,,,,,,zh-cn,面对,,,,,,,,
afrontar,......,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,面对,,,,,,,,
agencia,En la agencia de viajes III,Verb,él/ella/ud.,presente,agenciar,agenciarse,Noun,,,,,,,,,,,,,,,zh-cn,机构,zh-cn,旅行社,,,,,,
agotada,...,Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,精疲力竭,,,,,,,,
agotado,"5ª Avenida estaba agotado, pero me rogó que",Verb,yo,pretérito perfecto compuesto,agotar,agotarse,Adjective,,,,,,,,,,,,,,,zh-cn,卖完了,,,,,,,,
agotador,...puede ser un poco agotador.,Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,令人疲惫的，耗费精力的,,,,,,,,
agotamiento,"padres, puede ser un agotamiento importante",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,疲惫,,,,,,,,
agradar,…competición pueden estimular y agradar.,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,使愉快,zh-cn,取悦,,,,,,
agradecerte,"Antes de nada, quiero agradecerte que escuches este podcast.",,,,,,,,,,,,,,,,,,,,,zh-cn,感谢你,,,,,,,,
agradecido,"Frank McCourt, siempre agradecido y generoso, renunció a...",Verb,yo,pretérito perfecto compuesto,agradecer,Adjective,verb,adjective,yo,pretérito perfecto compuesto,agradecer,,,,,,,,,,,zh-cn,感谢,,,,,,,,
agradecimiento,un príncipe africano como agradecimiento por haberlo liberado de,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,感激,,,,,,,,
